ID,SalePrice
0,172355.0198990129
1,367020.3953805626
2,192475.41852464768
3,159127.1812631738
4,115624.77865939308
5,403548.3252541576
6,136642.30010551488
7,161078.79457250668
8,197932.52091956857
9,123376.5489777491
10,111330.50925210216
11,140253.20302480634
12,143119.9112851639
13,181777.52326630597
14,128406.83355769387
15,269270.6735426816
16,132021.73081495057
17,251833.12502952313
18,179131.34640368677
19,118463.40614018048
20,142702.85242405513
21,291349.6860763364
22,185071.09445471666
23,216523.05146529872
24,161448.4636276339
25,120872.92662357546
26,293844.2366457833
27,156010.21479537047
28,129351.80358985197
29,275123.3084602851
30,158394.61911012762
31,161540.8949771294
32,257642.4573820019
33,108889.55738451715
34,132064.52421642863
35,212854.05510032698
36,147841.97800324674
37,162997.9388133193
38,163830.00914071235
39,173827.66073111186
40,212008.25268640573
41,189089.41469767856
42,102967.62519642703
43,200681.52472803366
44,210303.86695662863
45,194245.10356135055
46,139134.85255793537
47,186079.31245879125
48,144167.91187720525
49,140425.87343808057
50,349840.6654719627
51,147061.18947912942
52,161923.74782478713
53,117602.85116609633
54,120058.09981644715
55,141013.5797978171
56,221987.14906075568
57,149059.15604185843
58,140068.43317278026
59,269126.4928948434
60,148686.58447440588
61,188761.93502577284
62,149300.0
63,201080.17769712565
64,247312.5114173848
65,176809.16479043188
66,164284.33355767638
67,147569.91667379357
68,188714.4566941173
69,220317.736647256
70,121205.35147950974
71,210864.94726008503
72,161319.67997518423
73,181754.84536280273
74,111270.88927691984
75,140233.18755180322
76,203884.0960043584
77,99686.26946356523
78,108388.62315810168
79,82531.34991841347
80,121002.49103271631
81,289748.4591817768
82,187137.68341787753
83,298744.1601230257
84,216351.40763028985
85,203650.03209773765
86,189246.91907963197
87,303925.7136321222
88,110585.86799247736
89,177463.30897559662
90,129961.12121716251
91,140151.58316317684
92,139514.3766142861
93,149221.82238697624
94,319025.01103096886
95,192303.71841380178
96,135722.5131150856
97,137337.36727825142
98,277051.4342819713
99,138788.42699204656
100,134265.28694536086
101,127947.71925841308
102,252214.3030321678
103,146670.64978935488
104,159731.0319466094
105,202153.093056298
106,178564.16829558858
107,154876.90636021429
108,103470.48693174862
109,113222.87334438179
110,134778.86519183003
111,108541.83069299666
112,142134.35799954954
113,300708.26830672193
114,271170.2979144697
115,248342.20050416788
116,103679.56357740297
117,176715.33940885155
118,174369.5913763198
119,144202.4499513105
120,163473.56433810218
121,301879.1460071585
122,144500.0
123,140353.46484103848
124,218316.1692993512
125,161951.66308028434
126,119853.85003799442
127,148241.51505531135
128,166910.53555188482
129,140726.45097099303
130,132203.69677041227
131,304379.35015467415
132,223124.29887153953
133,130577.94654617482
134,141274.00902742357
135,137822.2503847185
136,285946.47051878896
137,347903.182445878
138,410524.53875928035
139,311732.2851275009
140,131953.64757700096
141,120896.54046697222
142,221717.31825825616
143,316251.08844889543
144,186405.02427938572
145,215277.95218190784
146,183502.7869704572
147,226957.8750453797
148,134227.2698477996
149,126868.86204385398
150,191458.1581236417
151,174193.82090920702
152,104648.03761697299
153,148642.92672151397
154,208124.93916691947
155,228723.74220163803
156,269998.53997694084
157,219198.80963483584
158,160644.37389597404
159,199711.71176598166
160,140859.8481683625
161,173710.37449907727
162,186021.37626107846
163,159683.56835021978
164,144041.76033610426
165,193078.31463091727
166,191021.8825750985
167,169602.7392760519
168,86427.7608895418
169,239185.40697216042
170,107182.50326177027
171,198257.60775289213
172,224778.16326604813
173,104387.00623238926
174,255308.33877915094
175,89419.62343407789
176,154876.90636021429
177,160218.5024841316
178,180226.70588090428
179,152055.10115345902
180,130162.63231078855
181,268561.8482019806
182,158955.4157884514
183,130817.60747361169
184,156757.98713477954
185,192475.33626665064
186,258353.8668277225
187,203001.3039051083
188,129560.35363485364
189,293077.8772291618
190,136449.0434622606
191,145679.46281266096
192,109475.7690640117
193,162330.82739600286
194,136252.29812396306
195,170594.67842231021
196,181411.88674651872
197,310124.4356872253
198,231990.768069837
199,256941.22346230556
200,198053.51674415782
201,130421.6437433416
202,118749.59377357781
203,106500.7959325564
204,157059.1038177141
205,130420.17962263995
206,269774.78830325877
207,123029.3548415199
208,144554.0175859304
209,136118.93540429164
210,133145.59677569917
211,262511.4287376455
212,211501.78289109693
213,166039.22770817546
214,150423.3648102379
215,253046.49714479118
216,282301.26694140123
217,134109.22276017242
218,140582.98022488266
219,214641.59325298978
220,165275.77698525795
221,63027.40265827502
222,79089.04104959437
223,122780.48337695422
224,185802.04049386265
225,173440.19105447523
226,357932.6320568072
227,232077.11408089695
228,184691.15378418742
229,207807.79837116442
230,130300.45810927029
231,184179.96270695556
232,175506.41569559963
233,253221.38493857512
234,93905.88554933283
235,159135.17932574128
236,516867.0028251995
237,135273.6175841621
238,82137.5786543788
239,185540.33774423695
240,125260.54711999433
241,157143.1844478522
242,195667.56190992755
243,153612.94806628788
244,143927.26702536913
245,158236.94768593356
246,202472.60137087957
247,228592.54669781853
248,144201.6707262463
249,211010.6682168817
250,258629.43272380574
251,93202.36986637616
252,147573.02598990142
253,262474.9229948539
254,173683.5872928785
255,241275.7334655597
256,154196.33410986766
257,250556.37903822894
258,249038.21087440487
259,129620.14322266984
260,109004.06087813387
261,161172.93615320546
262,132129.6661469994
263,107187.11449390535
264,125519.64968950629
265,169352.7526198152
266,189124.78165089
267,295833.41569832637
268,163803.491766111
269,187539.07258357925
270,146071.15203348763
271,212385.62373661244
272,278372.8854434018
273,245664.2024225193
274,136395.58586395084
275,229903.93201026728
276,218916.84546144027
277,185057.14449509358
278,138929.45207808286
279,164914.77206033593
