ID,SalePrice
0,174497.13381620104
1,370035.2227790043
2,199309.7502093195
3,156884.72206610712
4,112983.34349301134
5,427448.79594901536
6,130858.85511308731
7,142590.90785868265
8,182313.45572835038
9,130884.03673119129
10,114171.04497732759
11,141092.792020746
12,151210.12398774904
13,179196.5867813075
14,114135.23867677143
15,257860.07526557968
16,126460.8611159966
17,261136.50147432095
18,179987.2519042324
19,117422.93169405281
20,129493.33336998353
21,309113.08830669767
22,189676.34891962536
23,211340.93329002662
24,153068.08898836482
25,127861.13667307497
26,286851.19692332513
27,150114.0808636783
28,119222.34739922486
29,285084.5429977135
30,162955.9729281905
31,160005.50422948832
32,229268.3149564842
33,104467.38099520173
34,126282.80287501239
35,225211.90509649852
36,151971.47675342264
37,153853.21897330694
38,161763.57002386602
39,149076.84115111048
40,204988.02894752068
41,193164.9268549482
42,86558.38350418337
43,191295.78514172527
44,192226.10531858224
45,208865.48702283748
46,148973.71227905637
47,195819.05502000317
48,130980.6814944912
49,125893.65148834838
50,380406.57443259115
51,151253.2891875747
52,160340.59969342005
53,136636.97425207056
54,119956.81319830076
55,139396.3366458737
56,226616.16033814277
57,149942.56739911466
58,132726.74158732232
59,294878.9491497236
60,152644.27867161017
61,181245.4973943993
62,149300.0
63,199562.17922547943
64,241862.40676164784
65,180541.76224618332
66,154419.3811306135
67,153726.43219259466
68,154626.8282980547
69,216485.29467119192
70,117990.64575498144
71,212925.14692642196
72,156268.87413786518
73,182232.7711948715
74,121156.58623810181
75,143070.9228999088
76,201581.9910429861
77,103742.29123077086
78,104758.96372538451
79,83268.13967954542
80,108138.90148595668
81,304506.2307421595
82,184172.07053800722
83,295117.01494271413
84,211950.91022867378
85,207868.53127954347
86,194021.45146589386
87,300546.4354048493
88,111503.00985992112
89,174749.29475032885
90,129802.61921544869
91,140284.01457378647
92,138549.203124404
93,147771.68027744626
94,338425.83567173185
95,189847.79779716957
96,133263.93303638737
97,131259.49218031522
98,258057.18881078047
99,116689.23503742147
100,119765.55359435263
101,130042.47193385911
102,260436.88603092113
103,139927.07547665262
104,173136.28377668923
105,203761.49960679357
106,180487.5716256599
107,143344.9171380349
108,104290.4856092663
109,94927.54786333942
110,126520.06848694028
111,109893.67577910468
112,137233.963308275
113,321036.06466305046
114,279303.9179075847
115,232999.0808495837
116,99380.7908590257
117,176108.68982906602
118,172687.15508539783
119,142381.0176333511
120,162246.94423118405
121,321575.45756489877
122,147424.0637522467
123,142673.81482652156
124,214126.2292239479
125,150401.27232233353
126,133475.92589730993
127,134770.02274146993
128,168573.46973298828
129,135485.60577367194
130,134965.53475436804
131,302584.76619682804
132,207844.77342572928
133,133266.53728524334
134,128509.09490556
135,137861.1412969086
136,302169.1595239738
137,325345.7869031633
138,406219.8939236675
139,318880.62982030446
140,133969.77498121155
141,127279.00838318607
142,210833.13873812434
143,314625.9279079865
144,198259.59102408687
145,218528.14032155933
146,172696.43732598913
147,229435.3976527264
148,132401.4462930544
149,126451.81683801832
150,206531.84377903922
151,205446.8714528241
152,128416.25601460814
153,165892.69318260177
154,212227.77687310346
155,249143.0328505233
156,247331.73346531106
157,204277.5191894774
158,168410.95553822463
159,202762.4629453996
160,136735.96925768576
161,174252.2772904196
162,181296.1944375887
163,150810.20280750727
164,151321.88142795968
165,182017.40670699792
166,197760.4937544761
167,167851.32055260017
168,83453.32965773571
169,245827.44210195728
170,82263.9202482458
171,198014.84381922934
172,234957.24399341125
173,105798.12456266028
174,245409.35147654536
175,83657.07720447634
176,143344.9171380349
177,159563.65069743642
178,172101.06884842133
179,155691.85589140432
180,127024.65788321012
181,288169.05807378294
182,157713.0818417272
183,117843.80624917265
184,153646.37764460102
185,204989.8481341937
186,247393.76472667386
187,201742.50183453603
188,131408.81321823545
189,309851.86194409966
190,123853.89044351154
191,147882.4563748184
192,104145.54215377217
193,140276.5815023087
194,125217.3222196669
195,156493.77111378813
196,179774.2374980515
197,306136.1472092606
198,237039.5169495883
199,247850.17370409128
200,199572.858673766
201,129138.20985807206
202,115855.69488081032
203,127584.71444451608
204,154881.17300788418
205,122259.08239883225
206,262098.99108888608
207,123503.20005481398
208,149552.04338295592
209,142217.52123364527
210,126472.46820605718
211,253683.84862878954
212,214386.53497646682
213,165751.83992197015
214,152315.7232104144
215,250561.71976192313
216,272808.3982661029
217,129593.47319931875
218,148490.8550362032
219,207233.27619222
220,167175.47448801738
221,70012.2620432695
222,104451.27693446248
223,112888.89691367677
224,179264.89691794044
225,196592.94163207265
226,335735.9378916736
227,237407.74909709924
228,226035.300644988
229,209904.34722365282
230,124750.45224672904
231,165324.9368764312
232,175483.97218286025
233,238010.7637932742
234,94460.33750661399
235,158261.2236639429
236,578149.36417934
237,135395.3624132283
238,93217.91624112526
239,188702.8431120044
240,107473.90632689754
241,148231.0512263895
242,203917.77062362237
243,151581.84249373444
244,134519.64849207413
245,143305.16016520336
246,196386.84586049162
247,232283.7615211831
248,149732.6047132232
249,203671.95102270582
250,264065.356343582
251,108384.12989894868
252,147330.9250294074
253,271889.7173037604
254,181242.31400946729
255,228077.50454946826
256,150053.3993953883
257,273089.9839766207
258,235436.15708659778
259,133722.71554812408
260,108924.4259777405
261,162401.43118227393
262,123821.5355540514
263,89923.3979172421
264,121056.6242865886
265,152029.91417834643
266,187119.11005640612
267,288000.66913097666
268,162381.96992612208
269,191846.29085027313
270,121099.48947333706
271,212633.12992894812
272,271649.89904258726
273,254679.33213735008
274,140834.4513067957
275,218391.56081496706
276,223948.57374359056
277,185639.30038139573
278,142267.79341742754
279,164478.80063267887
